Admin 1 PCode,Admin 1 Name,Admin 2 PCode,Admin 2 Name,Valid Location,Sector,Category,Population,In Need,Targeted,Affected,Reached
#adm1+code,#adm1+name,#adm2+code,#adm2+name,#meta+valid_location,#sector+code,#category,#population,#inneed,#targeted,#affected,#reached
SS02,,SS0201,Budi,Y,HEA,Adult - Male - Host Communities,,96,,,
SS02,,SS0201,Budi,Y,HEA,Adult - Male - IDP,,70,,,
SS02,,SS0201,Budi,Y,HEA,Adult - Male - Refugees,,64,,,
SS02,,SS0201,Budi,Y,HEA,Adult - Male - Returnees,,95,,,
SS02,,SS0201,Budi,Y,HEA,Children - Female - Host Communities,,270,270,,
SS02,,SS0201,Budi,Y,HEA,Children - Female - IDP,,1663,1663,,
SS02,,SS0201,Budi,Y,HEA,Children - Female - Refugees,,2121,,,
SS02,,SS0201,Budi,Y,HEA,Children - Female - Returnees,,468,,,
SS02,,SS0201,Budi,Y,HEA,Children - Male - Host Communities,,1537,,,
SS02,,SS0201,Budi,Y,HEA,Children - Male - IDP,,1129,,,
SS02,,SS0201,Budi,Y,HEA,Children - Male - Refugees,,1021,,,
SS02,,SS0201,Budi,Y,HEA,Children - Male - Returnees,,1518,,,
SS02,,SS0201,Budi,Y,HEA,Elderly - Female - Host Communities,,20,,,
SS02,,SS0201,Budi,Y,HEA,Elderly - Female - IDP,,124,124,,
SS02,,SS0201,Budi,Y,HEA,Elderly - Female - Refugees,,158,158,,
SS02,,SS0201,Budi,Y,HEA,Elderly - Female - Returnees,,35,35,,
SS02,,SS0201,Budi,Y,HEA,Elderly - Male - Host Communities,,114,,,
SS02,,SS0201,Budi,Y,HEA,Elderly - Male - IDP,,84,,,
SS02,,SS0201,Budi,Y,HEA,Elderly - Male - Returnees,,113,,,
SS02,,SS0201,Budi,Y,HEA,total,,11058,,,
SS02,,SS0201,Budi,Y,MS,total,,,35422,,
SS02,,SS0201,Budi,Y,NUT,Children - Female - IDP,,7103,4972,,
SS02,,SS0201,Budi,Y,NUT,Children - Male - IDP,,6514,4764,,
SS02,,SS0201,Budi,Y,NUT,Children - Male - Refugees,,6780,4959,,
SS02,,SS0201,Budi,Y,NUT,total,,20397,14695,,
SS02,,SS0201,Budi,Y,PRO,Adult - Female - Host Communities,,6,10,,
SS02,,SS0201,Budi,Y,PRO,Adult - Female - IDP,,41,58,,
SS02,,SS0201,Budi,Y,PRO,Adult - Female - Refugees,,140,151,,
SS02,,SS0201,Budi,Y,PRO,Adult - Female - Returnees,,16,19,,
SS02,,SS0201,Budi,Y,PRO,Adult - Male - Host Communities,,75,54,,
SS02,,SS0201,Budi,Y,PRO,Adult - Male - IDP,,18,2,,
SS02,,SS0201,Budi,Y,PRO,Adult - Male - Refugees,,16,1,,
SS02,,SS0201,Budi,Y,PRO,Adult - Male - Returnees,,93,92,,
SS02,,SS0201,Budi,Y,PRO,Children - Female - Host Communities,,531,192,,
SS02,,SS0201,Budi,Y,PRO,Children - Female - IDP,,4693,1525,,
SS02,,SS0201,Budi,Y,PRO,Children - Female - Refugees,,7382,2465,,
SS02,,SS0201,Budi,Y,PRO,Children - Female - Returnees,,1129,395,,
SS02,,SS0201,Budi,Y,PRO,Children - Male - Host Communities,,8583,2347,,
SS02,,SS0201,Budi,Y,PRO,Children - Male - IDP,,1732,132,,
SS02,,SS0201,Budi,Y,PRO,Children - Male - Refugees,,1567,119,,
SS02,,SS0201,Budi,Y,PRO,Children - Male - Returnees,,7943,2406,,
SS02,,SS0201,Budi,Y,PRO,Elderly - Female - Host Communities,,67,58,,
SS02,,SS0201,Budi,Y,PRO,Elderly - Female - IDP,,410,305,,
SS02,,SS0201,Budi,Y,PRO,Elderly - Female - Refugees,,1179,1291,,
SS02,,SS0201,Budi,Y,PRO,Elderly - Female - Returnees,,131,127,,
SS02,,SS0201,Budi,Y,PRO,Elderly - Male - Host Communities,,379,250,,
SS02,,SS0201,Budi,Y,PRO,Elderly - Male - IDP,,278,21,,
SS02,,SS0201,Budi,Y,PRO,Elderly - Male - Refugees,,252,19,,
SS02,,SS0201,Budi,Y,PRO,Elderly - Male - Returnees,,786,714,,
SS02,,SS0201,Budi,Y,PRO,total,,37448,12754,,
SS02,,SS0201,Budi,Y,PRO_CPM,Adult - Female - Host Communities,,4,,,
SS02,,SS0201,Budi,Y,PRO_CPM,Adult - Female - IDP,,25,3,,
SS02,,SS0201,Budi,Y,PRO_CPM,Adult - Female - Refugees,,32,3,,
SS02,,SS0201,Budi,Y,PRO_CPM,Adult - Female - Returnees,,7,1,,
SS02,,SS0201,Budi,Y,PRO_CPM,Adult - Male - Host Communities,,23,2,,
SS02,,SS0201,Budi,Y,PRO_CPM,Adult - Male - IDP,,17,2,,
SS02,,SS0201,Budi,Y,PRO_CPM,Adult - Male - Refugees,,16,2,,
SS02,,SS0201,Budi,Y,PRO_CPM,Adult - Male - Returnees,,23,2,,
SS02,,SS0201,Budi,Y,PRO_CPM,Children - Female - Host Communities,,395,40,,
SS02,,SS0201,Budi,Y,PRO_CPM,Children - Female - IDP,,2430,270,,
SS02,,SS0201,Budi,Y,PRO_CPM,Children - Female - Refugees,,3098,337,,
SS02,,SS0201,Budi,Y,PRO_CPM,Children - Female - Returnees,,684,68,,
SS02,,SS0201,Budi,Y,PRO_CPM,Children - Male - Host Communities,,2245,225,,
SS02,,SS0201,Budi,Y,PRO_CPM,Children - Male - IDP,,1650,165,,
SS02,,SS0201,Budi,Y,PRO_CPM,Children - Male - Refugees,,1492,149,,
SS02,,SS0201,Budi,Y,PRO_CPM,Children - Male - Returnees,,2217,222,,
SS02,,SS0201,Budi,Y,PRO_CPM,Elderly - Female - Host Communities,,63,6,,
SS02,,SS0201,Budi,Y,PRO_CPM,Elderly - Female - IDP,,390,39,,
SS02,,SS0201,Budi,Y,PRO_CPM,Elderly - Female - Refugees,,498,50,,
SS02,,SS0201,Budi,Y,PRO_CPM,Elderly - Female - Returnees,,110,11,,
SS02,,SS0201,Budi,Y,PRO_CPM,Elderly - Male - Host Communities,,361,36,,
SS02,,SS0201,Budi,Y,PRO_CPM,Elderly - Male - IDP,,265,27,,
SS02,,SS0201,Budi,Y,PRO_CPM,Elderly - Male - Refugees,,240,24,,
SS02,,SS0201,Budi,Y,PRO_CPM,Elderly - Male - Returnees,,356,36,,
SS02,,SS0201,Budi,Y,PRO_CPM,total,,16643,1719,,
SS02,,SS0201,Budi,Y,PRO_GBV,Adult - Male - IDP,,6,3,,
SS02,,SS0201,Budi,Y,PRO_GBV,Adult - Male - Refugees,,15,7,,
SS02,,SS0201,Budi,Y,PRO_GBV,Children - Female - Host Communities,,250,172,,
SS02,,SS0201,Budi,Y,PRO_GBV,Children - Female - IDP,,312,16,,
SS02,,SS0201,Budi,Y,PRO_GBV,Children - Female - Refugees,,781,40,,
SS02,,SS0201,Budi,Y,PRO_GBV,Children - Female - Returnees,,749,637,,
SS02,,SS0201,Budi,Y,PRO_GBV,Children - Male - Host Communities,,1250,74,,
SS02,,SS0201,Budi,Y,PRO_GBV,Children - Male - IDP,,1562,80,,
SS02,,SS0201,Budi,Y,PRO_GBV,Children - Male - Refugees,,4687,294,,
SS02,,SS0201,Budi,Y,PRO_GBV,Children - Male - Returnees,,7030,510,,
SS02,,SS0201,Budi,Y,PRO_GBV,Elderly - Female - Host Communities,,24,12,,
SS02,,SS0201,Budi,Y,PRO_GBV,Elderly - Female - IDP,,30,13,,
SS02,,SS0201,Budi,Y,PRO_GBV,Elderly - Female - Refugees,,89,49,,
SS02,,SS0201,Budi,Y,PRO_GBV,Elderly - Female - Returnees,,133,85,,
SS02,,SS0201,Budi,Y,PRO_GBV,Elderly - Male - Host Communities,,50,34,,
SS02,,SS0201,Budi,Y,PRO_GBV,Elderly - Male - IDP,,200,159,,
SS02,,SS0201,Budi,Y,PRO_GBV,Elderly - Male - Refugees,,1123,1105,,
SS02,,SS0201,Budi,Y,PRO_GBV,Elderly - Male - Returnees,,125,86,,
SS02,,SS0201,Budi,Y,PRO_GBV,total,,18415,3376,,
SS02,,SS0201,Budi,Y,PRO_HLP,Adult - Female - Host Communities,,5,2,,
SS02,,SS0201,Budi,Y,PRO_HLP,Adult - Female - IDP,,31,11,,
SS02,,SS0201,Budi,Y,PRO_HLP,Adult - Female - Refugees,,40,14,,
SS02,,SS0201,Budi,Y,PRO_HLP,Adult - Female - Returnees,,9,3,,
SS02,,SS0201,Budi,Y,PRO_HLP,Children - Female - Host Communities,,489,11,,
SS02,,SS0201,Budi,Y,PRO_HLP,Children - Female - IDP,,3005,66,,
SS02,,SS0201,Budi,Y,PRO_HLP,Children - Female - Refugees,,3831,84,,
SS02,,SS0201,Budi,Y,PRO_HLP,Children - Female - Returnees,,845,19,,
SS02,,SS0201,Budi,Y,PRO_HLP,Elderly - Female - Host Communities,,44,10,,
SS02,,SS0201,Budi,Y,PRO_HLP,Elderly - Female - IDP,,268,62,,
SS02,,SS0201,Budi,Y,PRO_HLP,Elderly - Female - Refugees,,342,79,,
SS02,,SS0201,Budi,Y,PRO_HLP,Elderly - Female - Returnees,,75,17,,
SS02,,SS0201,Budi,Y,PRO_HLP,total,,8984,377,,
SS02,,SS0201,Budi,Y,PRO_MIN,Adult - Female - Host Communities,,4,1,,
SS02,,SS0201,Budi,Y,PRO_MIN,Adult - Female - IDP,,39,10,,
SS02,,SS0201,Budi,Y,PRO_MIN,Adult - Female - Refugees,,53,13,,
SS02,,SS0201,Budi,Y,PRO_MIN,Adult - Female - Returnees,,9,2,,
SS02,,SS0201,Budi,Y,PRO_MIN,Adult - Male - Host Communities,,71,18,,
SS02,,SS0201,Budi,Y,PRO_MIN,Adult - Male - Returnees,,66,16,,
SS02,,SS0201,Budi,Y,PRO_MIN,Children - Female - Host Communities,,506,126,,
SS02,,SS0201,Budi,Y,PRO_MIN,Children - Female - IDP,,4470,1117,,
SS02,,SS0201,Budi,Y,PRO_MIN,Children - Female - Refugees,,6146,1536,,
SS02,,SS0201,Budi,Y,PRO_MIN,Children - Female - Returnees,,1076,269,,
SS02,,SS0201,Budi,Y,PRO_MIN,Children - Male - Host Communities,,8174,2044,,
SS02,,SS0201,Budi,Y,PRO_MIN,Children - Male - Returnees,,7565,1891,,
SS02,,SS0201,Budi,Y,PRO_MIN,total,,28179,7045,,
SS02,,SS0201,Budi,Y,SHL,Adult - Female - Host Communities,,11,7,,
SS02,,SS0201,Budi,Y,SHL,Adult - Female - IDP,,69,45,,
SS02,,SS0201,Budi,Y,SHL,Adult - Female - Refugees,,88,57,,
SS02,,SS0201,Budi,Y,SHL,Adult - Female - Returnees,,19,13,,
SS02,,SS0201,Budi,Y,SHL,Adult - Male - Host Communities,,64,41,,
SS02,,SS0201,Budi,Y,SHL,Adult - Male - IDP,,47,30,,
SS02,,SS0201,Budi,Y,SHL,Adult - Male - Refugees,,42,28,,
SS02,,SS0201,Budi,Y,SHL,Adult - Male - Returnees,,63,41,,
SS02,,SS0201,Budi,Y,SHL,Children - Female - Host Communities,,84,55,,
SS02,,SS0201,Budi,Y,SHL,Children - Female - IDP,,518,336,,
SS02,,SS0201,Budi,Y,SHL,Children - Female - Refugees,,660,429,,
SS02,,SS0201,Budi,Y,SHL,Children - Female - Returnees,,146,95,,
SS02,,SS0201,Budi,Y,SHL,Children - Male - Host Communities,,478,311,,
SS02,,SS0201,Budi,Y,SHL,Children - Male - IDP,,351,228,,
SS02,,SS0201,Budi,Y,SHL,Children - Male - Refugees,,318,207,,
SS02,,SS0201,Budi,Y,SHL,Children - Male - Returnees,,472,307,,
SS02,,SS0201,Budi,Y,SHL,Elderly - Female - Host Communities,,58,38,,
SS02,,SS0201,Budi,Y,SHL,Elderly - Female - IDP,,356,231,,
SS02,,SS0201,Budi,Y,SHL,Elderly - Female - Refugees,,454,295,,
SS02,,SS0201,Budi,Y,SHL,Elderly - Female - Returnees,,100,65,,
SS02,,SS0201,Budi,Y,SHL,Elderly - Male - Host Communities,,329,214,,
SS02,,SS0201,Budi,Y,SHL,Elderly - Male - IDP,,242,157,,
SS02,,SS0201,Budi,Y,SHL,Elderly - Male - Refugees,,219,142,,
SS02,,SS0201,Budi,Y,SHL,Elderly - Male - Returnees,,325,211,,
SS02,,SS0201,Budi,Y,SHL,total,,5513,3583,,
SS02,,SS0201,Budi,Y,WSH,Adult - Female,,7348,1793,,
SS02,,SS0201,Budi,Y,WSH,Adult - Male,,7255,1771,,
SS02,,SS0201,Budi,Y,WSH,Children,,1293,316,,
SS02,,SS0201,Budi,Y,WSH,Children - Female,,4883,1192,,
SS02,,SS0201,Budi,Y,WSH,Children - Male,,5399,1318,,
SS02,,SS0201,Budi,Y,WSH,Elderly,,2237,546,,
SS02,,SS0201,Budi,Y,WSH,Elderly - Female,,10138,2474,,
SS02,,SS0201,Budi,Y,WSH,Elderly - Male,,7952,1941,,
SS02,,SS0201,Budi,Y,WSH,total,,46505,11351,,
SS02,,SS0202,Ikotos,Y,ALL,total,,31254,14369,,
SS02,,SS0202,Ikotos,Y,CCM,Adult - Female - IDP,,177,,,
SS02,,SS0202,Ikotos,Y,CCM,Adult - Male - IDP,,162,,,
SS02,,SS0202,Ikotos,Y,CCM,Children - Female - IDP,,215,,,
SS02,,SS0202,Ikotos,Y,CCM,Children - Male - IDP,,254,,,
SS02,,SS0202,Ikotos,Y,CCM,Elderly - Female - IDP,,13,,,
SS02,,SS0202,Ikotos,Y,CCM,Elderly - Male - IDP,,16,,,
SS02,,SS0202,Ikotos,Y,CCM,total,,838,,,
SS02,,SS0202,Ikotos,Y,EDU,Female,,2524,928,,
SS02,,SS0202,Ikotos,Y,EDU,Male,,2239,823,,
SS02,,SS0202,Ikotos,Y,EDU,total,,4763,1752,,
SS02,,SS0202,Ikotos,Y,FSC,Adult - Female,,1325,604,,
SS02,,SS0202,Ikotos,Y,FSC,Adult - Male,,766,349,,
SS02,,SS0202,Ikotos,Y,FSC,Children - Female,,7191,3276,,
SS02,,SS0202,Ikotos,Y,FSC,Children - Male,,7552,3441,,
SS02,,SS0202,Ikotos,Y,FSC,Elderly - Female,,6007,2736,,
SS02,,SS0202,Ikotos,Y,FSC,Elderly - Male,,4712,2146,,
SS02,,SS0202,Ikotos,Y,FSC,total,,27553,12552,,
SS02,,SS0202,Ikotos,Y,HEA,Adult - Female - Host Communities,,10,,,
SS02,,SS0202,Ikotos,Y,HEA,Adult - Female - IDP,,104,104,,
SS02,,SS0202,Ikotos,Y,HEA,Adult - Female - Refugees,,114,,,
SS02,,SS0202,Ikotos,Y,HEA,Adult - Female - Returnees,,9,,,
SS02,,SS0202,Ikotos,Y,HEA,Adult - Male - Host Communities,,93,,,
SS02,,SS0202,Ikotos,Y,HEA,Adult - Male - IDP,,71,,,
SS02,,SS0202,Ikotos,Y,HEA,Adult - Male - Refugees,,47,,,
SS02,,SS0202,Ikotos,Y,HEA,Adult - Male - Returnees,,92,,,
SS02,,SS0202,Ikotos,Y,HEA,Children - Female - Host Communities,,367,367,,
SS02,,SS0202,Ikotos,Y,HEA,Children - Female - IDP,,3686,3686,,
SS02,,SS0202,Ikotos,Y,HEA,Children - Female - Refugees,,4030,,,
SS02,,SS0202,Ikotos,Y,HEA,Children - Female - Returnees,,307,,,
SS02,,SS0202,Ikotos,Y,HEA,Children - Male - Host Communities,,3277,,,
SS02,,SS0202,Ikotos,Y,HEA,Children - Male - IDP,,2521,,,
SS02,,SS0202,Ikotos,Y,HEA,Children - Male - Refugees,,1664,,,
SS02,,SS0202,Ikotos,Y,HEA,Children - Male - Returnees,,3247,,,
SS02,,SS0202,Ikotos,Y,HEA,Elderly - Female - Host Communities,,161,,,
SS02,,SS0202,Ikotos,Y,HEA,Elderly - Female - IDP,,1616,1616,,
SS02,,SS0202,Ikotos,Y,HEA,Elderly - Female - Refugees,,1767,1767,,
SS02,,SS0202,Ikotos,Y,HEA,Elderly - Female - Returnees,,135,135,,
SS02,,SS0202,Ikotos,Y,HEA,Elderly - Male - Host Communities,,1437,,,
SS02,,SS0202,Ikotos,Y,HEA,Elderly - Male - IDP,,1106,,,
SS02,,SS0202,Ikotos,Y,HEA,Elderly - Male - Returnees,,1424,,,
SS02,,SS0202,Ikotos,Y,HEA,total,,28015,,,
SS02,,SS0202,Ikotos,Y,MS,total,,,270006,,
SS02,,SS0202,Ikotos,Y,NUT,Children - Female - IDP,,4277,2994,,
SS02,,SS0202,Ikotos,Y,NUT,Children - Male - IDP,,4319,3171,,
SS02,,SS0202,Ikotos,Y,NUT,Children - Male - Refugees,,4495,3300,,
SS02,,SS0202,Ikotos,Y,NUT,total,,13090,9465,,
SS02,,SS0202,Ikotos,Y,PRO,Adult - Female - Host Communities,,6,10,,
SS02,,SS0202,Ikotos,Y,PRO,Adult - Female - IDP,,59,83,,
SS02,,SS0202,Ikotos,Y,PRO,Adult - Female - Refugees,,90,180,,
SS02,,SS0202,Ikotos,Y,PRO,Adult - Female - Returnees,,10,15,,
SS02,,SS0202,Ikotos,Y,PRO,Adult - Male - Host Communities,,54,62,,
SS02,,SS0202,Ikotos,Y,PRO,Adult - Male - IDP,,30,2,,
SS02,,SS0202,Ikotos,Y,PRO,Adult - Male - Refugees,,20,1,,
SS02,,SS0202,Ikotos,Y,PRO,Adult - Male - Returnees,,60,105,,
SS02,,SS0202,Ikotos,Y,PRO,Children - Female - Host Communities,,390,86,,
SS02,,SS0202,Ikotos,Y,PRO,Children - Female - IDP,,3103,627,,
SS02,,SS0202,Ikotos,Y,PRO,Children - Female - Refugees,,3392,938,,
SS02,,SS0202,Ikotos,Y,PRO,Children - Female - Returnees,,675,134,,
SS02,,SS0202,Ikotos,Y,PRO,Children - Male - Host Communities,,3847,737,,
SS02,,SS0202,Ikotos,Y,PRO,Children - Male - IDP,,1588,87,,
SS02,,SS0202,Ikotos,Y,PRO,Children - Male - Refugees,,1048,57,,
SS02,,SS0202,Ikotos,Y,PRO,Children - Male - Returnees,,3663,805,,
SS02,,SS0202,Ikotos,Y,PRO,Elderly - Female - Host Communities,,90,71,,
SS02,,SS0202,Ikotos,Y,PRO,Elderly - Female - IDP,,907,591,,
SS02,,SS0202,Ikotos,Y,PRO,Elderly - Female - Refugees,,1398,1041,,
SS02,,SS0202,Ikotos,Y,PRO,Elderly - Female - Returnees,,155,94,,
SS02,,SS0202,Ikotos,Y,PRO,Elderly - Male - Host Communities,,844,415,,
SS02,,SS0202,Ikotos,Y,PRO,Elderly - Male - IDP,,538,41,,
SS02,,SS0202,Ikotos,Y,PRO,Elderly - Male - Refugees,,355,27,,
SS02,,SS0202,Ikotos,Y,PRO,Elderly - Male - Returnees,,932,597,,
SS02,,SS0202,Ikotos,Y,PRO,total,,23255,6805,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Adult - Female - Host Communities,,3,,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Adult - Female - IDP,,27,3,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Adult - Female - Refugees,,29,3,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Adult - Female - Returnees,,2,,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Adult - Male - Host Communities,,24,2,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Adult - Male - IDP,,18,2,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Adult - Male - Refugees,,12,1,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Adult - Male - Returnees,,24,2,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Children - Female - Host Communities,,157,16,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Children - Female - IDP,,1583,175,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Children - Female - Refugees,,1730,190,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Children - Female - Returnees,,132,13,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Children - Male - Host Communities,,1407,141,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Children - Male - IDP,,1082,108,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Children - Male - Refugees,,714,71,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Children - Male - Returnees,,1394,139,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Elderly - Female - Host Communities,,75,7,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Elderly - Female - IDP,,750,75,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Elderly - Female - Refugees,,820,82,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Elderly - Female - Returnees,,63,6,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Elderly - Male - Host Communities,,667,67,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Elderly - Male - IDP,,513,51,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Elderly - Male - Refugees,,338,34,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,Elderly - Male - Returnees,,660,66,,
SS02,,SS0202,Ikotos,Y,PRO_CPM,total,,12224,1256,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Adult - Male - IDP,,4,3,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Adult - Male - Refugees,,10,7,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Children - Female - Host Communities,,296,71,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Children - Female - IDP,,105,7,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Children - Female - Refugees,,262,18,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Children - Female - Returnees,,888,260,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Children - Male - Host Communities,,419,33,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Children - Male - IDP,,524,35,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Children - Male - Refugees,,1572,131,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Children - Male - Returnees,,2358,228,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Elderly - Female - Host Communities,,15,14,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Elderly - Female - IDP,,19,15,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Elderly - Female - Refugees,,57,55,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Elderly - Female - Returnees,,86,95,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Elderly - Male - Host Communities,,59,14,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Elderly - Male - IDP,,237,65,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Elderly - Male - Refugees,,1332,452,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,Elderly - Male - Returnees,,148,35,,
SS02,,SS0202,Ikotos,Y,PRO_GBV,total,,8391,1538,,
SS02,,SS0202,Ikotos,Y,PRO_HLP,Adult - Female - Host Communities,,6,2,,
SS02,,SS0202,Ikotos,Y,PRO_HLP,Adult - Female - IDP,,56,20,,
SS02,,SS0202,Ikotos,Y,PRO_HLP,Adult - Female - Refugees,,61,21,,
SS02,,SS0202,Ikotos,Y,PRO_HLP,Adult - Female - Returnees,,5,2,,
SS02,,SS0202,Ikotos,Y,PRO_HLP,Children - Female - Host Communities,,294,6,,
SS02,,SS0202,Ikotos,Y,PRO_HLP,Children - Female - IDP,,2955,65,,
SS02,,SS0202,Ikotos,Y,PRO_HLP,Children - Female - Refugees,,3231,71,,
SS02,,SS0202,Ikotos,Y,PRO_HLP,Children - Female - Returnees,,247,5,,
SS02,,SS0202,Ikotos,Y,PRO_HLP,Elderly - Female - Host Communities,,86,20,,
SS02,,SS0202,Ikotos,Y,PRO_HLP,Elderly - Female - IDP,,864,199,,
SS02,,SS0202,Ikotos,Y,PRO_HLP,Elderly - Female - Refugees,,945,217,,
SS02,,SS0202,Ikotos,Y,PRO_HLP,Elderly - Female - Returnees,,72,17,,
SS02,,SS0202,Ikotos,Y,PRO_HLP,total,,8820,645,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Adult - Female - Host Communities,,5,1,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Adult - Female - IDP,,32,5,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Adult - Female - Refugees,,41,6,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Adult - Female - Returnees,,9,1,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Adult - Male - Host Communities,,52,8,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Adult - Male - Returnees,,49,7,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Children - Female - Host Communities,,372,56,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Children - Female - IDP,,2286,343,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Children - Female - Refugees,,2914,437,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Children - Female - Returnees,,643,96,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Children - Male - Host Communities,,3664,550,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Children - Male - Returnees,,3489,523,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Elderly - Female - Host Communities,,81,12,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Elderly - Female - IDP,,501,75,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Elderly - Female - Refugees,,639,96,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Elderly - Female - Returnees,,141,21,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Elderly - Male - Host Communities,,803,121,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,Elderly - Male - Returnees,,765,115,,
SS02,,SS0202,Ikotos,Y,PRO_MIN,total,,16487,2473,,
SS02,,SS0202,Ikotos,Y,SHL,Adult - Female - Host Communities,,5,4,,
SS02,,SS0202,Ikotos,Y,SHL,Adult - Female - IDP,,54,35,,
SS02,,SS0202,Ikotos,Y,SHL,Adult - Female - Refugees,,59,39,,
SS02,,SS0202,Ikotos,Y,SHL,Adult - Female - Returnees,,5,3,,
SS02,,SS0202,Ikotos,Y,SHL,Adult - Male - Host Communities,,48,31,,
SS02,,SS0202,Ikotos,Y,SHL,Adult - Male - IDP,,37,24,,
SS02,,SS0202,Ikotos,Y,SHL,Adult - Male - Refugees,,25,16,,
SS02,,SS0202,Ikotos,Y,SHL,Adult - Male - Returnees,,48,31,,
SS02,,SS0202,Ikotos,Y,SHL,Children - Female - Host Communities,,32,21,,
SS02,,SS0202,Ikotos,Y,SHL,Children - Female - IDP,,320,208,,
SS02,,SS0202,Ikotos,Y,SHL,Children - Female - Refugees,,350,228,,
SS02,,SS0202,Ikotos,Y,SHL,Children - Female - Returnees,,27,17,,
SS02,,SS0202,Ikotos,Y,SHL,Children - Male - Host Communities,,285,185,,
SS02,,SS0202,Ikotos,Y,SHL,Children - Male - IDP,,219,142,,
SS02,,SS0202,Ikotos,Y,SHL,Children - Male - Refugees,,144,94,,
SS02,,SS0202,Ikotos,Y,SHL,Children - Male - Returnees,,282,183,,
SS02,,SS0202,Ikotos,Y,SHL,Elderly - Female - Host Communities,,87,56,,
SS02,,SS0202,Ikotos,Y,SHL,Elderly - Female - IDP,,870,565,,
SS02,,SS0202,Ikotos,Y,SHL,Elderly - Female - Refugees,,951,618,,
SS02,,SS0202,Ikotos,Y,SHL,Elderly - Female - Returnees,,73,47,,
SS02,,SS0202,Ikotos,Y,SHL,Elderly - Male - Host Communities,,773,503,,
SS02,,SS0202,Ikotos,Y,SHL,Elderly - Male - IDP,,595,387,,
SS02,,SS0202,Ikotos,Y,SHL,Elderly - Male - Refugees,,393,255,,
SS02,,SS0202,Ikotos,Y,SHL,Elderly - Male - Returnees,,766,498,,
SS02,,SS0202,Ikotos,Y,SHL,total,,6448,4191,,
SS02,,SS0202,Ikotos,Y,WSH,Adult - Female,,3801,1521,,
SS02,,SS0202,Ikotos,Y,WSH,Adult - Male,,3766,1506,,
